ID_Appel,Date_Appel,Agent,Duree_Traitement_Sec,Statut,Note_Satisfaction,Montant_Facture_EUR,Canal,Sujet,Appel_Traite,Appel_Repris,Conformite,NPS,Reclamation
APP-10212,17/06/2023,Thomas Petit,260,Non résolu,3.0,10.73,Téléphone,Souscription contrat,Oui,Non,Conforme,6.0,Non
APP-10213,17/04/2023,Nicolas Roux,241,Résolu,3.0,28.49,Chat,Facturation,Oui,Non,Conforme,,Non
APP-10214,22/07/2023,Amandine Faure,242,Non résolu,3.0,31.29,Email,Litige paiement,Oui,Non,Conforme,,Non
APP-10215,07/01/2023,Marie Lefevre,284,Résolu,5.0,33.74,Téléphone,Déménagement,Oui,Non,Conforme,,Non
APP-10216,27/11/2023,Nicolas Roux,433,Non résolu,5.0,29.62,Email,Facturation,Oui,Non,Non conforme,9.0,Oui
APP-10217,16/12/2023,Léa Girard,170,Résolu,4.0,41.34,Téléphone,Déménagement,Oui,Non,Conforme,9.0,Non
APP-10218,01/02/2023,Karim Boudiaf,437,Résolu,,18.26,Chat,Facturation,,Non,Conforme,10.0,Non
APP-10219,17/10/2023,Amandine Faure,167,Résolu,5.0,,TEL,Facturation,Oui,Non,Conforme,,Non
APP-10220,23/03/2023,Karim Boudiaf,225,Résolu,5.0,21.07,telephone,Déménagement,Oui,Non,Conforme,,Non
APP-10221,01/04/2023,Julien Marchand,118,Résolu,,,TEL,Déménagement,Oui,Non,Conforme,,Non
APP-10222,10/09/2023,Amandine Faure,171,Résolu,3.0,44.05,Chat,Changement d'offre,Oui,Non,Conforme,6.0,Non
APP-10223,15/06/2023,Marie Lefevre,253,Non résolu,5.0,44.49,TEL,Panne compteur,Oui,Non,Conforme,5.0,Non
APP-10224,11/03/2023,Sophie Nguyen,270,Résolu,4.0,19.45,Chat,Déménagement,Oui,Non,Conforme,7.0,Non
APP-10225,19/12/2023,Fatima Zahra,408,Non résolu,,38.11,Chat,Facturation,Oui,Non,Non conforme,,Non
APP-10226,23/02/2023,Nicolas Roux,159,Résolu,,41.7,Téléphone,Demande d'information,Oui,Non,Conforme,4.0,Non
APP-10227,25/02/2023,Marie Lefevre,284,Résolu,3.0,38.43,Email,Demande d'information,Oui,Oui,Conforme,,Non
APP-10228,18/12/2023,Julien Marchand,121,Non résolu,4.0,42.51,Téléphone,Panne compteur,Oui,Non,Conforme,4.0,Non
APP-10229,17/02/2023,Thomas Petit,404,Résolu,1.0,40.04,telephone,Déménagement,Non,Non,Conforme,7.0,Non
APP-10230,23/12/2023,Amandine Faure,346,Résolu,4.0,44.53,Téléphone,Relevé compteur,Oui,Non,Conforme,9.0,Non
APP-10231,31/05/2023,Yanis Belkacem,197,Résolu,5.0,13.57,Email,Panne compteur,Oui,Non,Conforme,,Non
APP-10232,06/10/2023,Léa Girard,85,Résolu,4.0,43.89,Email,Réclamation,Oui,Non,Conforme,,Non
APP-10233,13/02/2023,Thomas Petit,361,Non résolu,3.0,39.16,Email,Litige paiement,Oui,Non,Non conforme,10.0,Non
APP-10234,01/09/2023,Fatima Zahra,229,Non résolu,4.0,23.35,Chat,Déménagement,Oui,Non,Conforme,,Non
APP-10235,19/04/2023,Julien Marchand,351,,4.0,18.12,telephone,Déménagement,Oui,Non,Non conforme,4.0,Non
APP-10236,23/07/2023,Amandine Faure,240,Résolu,,36.45,Chat,Déménagement,Oui,Non,Conforme,6.0,Non
APP-10237,21/02/2023,Karim Boudiaf,244,Résolu,4.0,42.96,Email,Réclamation,Oui,Non,Conforme,2.0,Non
APP-10238,15/03/2023,Yanis Belkacem,199,Résolu,,24.67,telephone,Facturation,Oui,Non,Non conforme,1.0,Non
APP-10239,05/06/2023,Fatima Zahra,296,Résolu,2.0,12.78,telephone,Réclamation,,Non,Non conforme,8.0,Non
APP-10240,27/11/2023,Karim Boudiaf,250,Non résolu,5.0,16.46,TEL,Facturation,Oui,Non,Conforme,10.0,Non
APP-10241,26/09/2023,Yanis Belkacem,286,Non résolu,5.0,32.85,Email,Facturation,Non,Non,Conforme,,Non
APP-10242,22/11/2023,Karim Boudiaf,101,Résolu,4.0,12.2,Email,Déménagement,Oui,Non,Non conforme,8.0,Non
APP-10243,16/02/2023,Fatima Zahra,354,Non résolu,5.0,32.85,telephone,Résiliation,Oui,Non,Conforme,1.0,Non
APP-10244,16/12/2023,Marie Lefevre,379,Résolu,5.0,27.25,Chat,Réclamation,Oui,Non,Conforme,,Non
APP-10245,24/08/2023,Fatima Zahra,250,Résolu,5.0,39.53,Téléphone,Litige paiement,,Non,Non conforme,,Non
APP-10246,25/05/2023,Fatima Zahra,425,Résolu,4.0,40.44,TEL,Réclamation,Oui,Non,Conforme,7.0,Non
APP-10247,04/05/2023,Marie Lefevre,397,Résolu,5.0,22.93,Téléphone,Changement d'offre,,Non,Conforme,9.0,Non
APP-10248,29/12/2023,Yanis Belkacem,298,Non résolu,5.0,34.05,Email,Demande d'information,Oui,Non,Non conforme,,Non
APP-10249,19/02/2023,Nicolas Roux,363,Non résolu,5.0,15.88,TEL,Panne compteur,Oui,Non,Non conforme,9.0,Non
APP-10250,10/07/2023,Fatima Zahra,335,Résolu,2.0,22.51,Chat,Déménagement,Oui,Non,Conforme,,Non
APP-10251,02/06/2023,Léa Girard,81,Résolu,3.0,24.19,Chat,Changement d'offre,Oui,Non,Conforme,5.0,Non
APP-10252,01/04/2023,Thomas Petit,4300,Résolu,5.0,27.02,telephone,Changement d'offre,Oui,Non,Conforme,9.0,Non
APP-10253,08/08/2023,Nicolas Roux,304,Résolu,4.0,,TEL,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-10254,26/06/2023,Fatima Zahra,196,Résolu,3.0,31.02,TEL,Réclamation,Oui,Non,Conforme,9.0,Non
APP-10255,10/03/2023,Thomas Petit,360,Non résolu,3.0,39.91,Email,Facturation,Oui,Non,Conforme,,Non
APP-10256,28/03/2023,Karim Boudiaf,238,Résolu,,17.56,Chat,Déménagement,Oui,Non,Conforme,,Oui
APP-10257,20/12/2023,Karim Boudiaf,311,Résolu,4.0,24.99,Téléphone,Réclamation,Oui,Oui,Conforme,,Non
APP-10258,03/08/2023,Karim Boudiaf,239,Résolu,5.0,20.16,Chat,Résiliation,Oui,Non,,8.0,Non
APP-10259,24/03/2023,Marie Lefevre,276,Résolu,4.0,31.44,Téléphone,Panne compteur,Non,Non,Conforme,6.0,Non
APP-10260,19/09/2023,Karim Boudiaf,228,Résolu,3.0,12.77,TEL,Réclamation,Oui,Oui,Conforme,2.0,Non
APP-10261,13/12/2023,Thomas Petit,233,Non résolu,,,telephone,Souscription contrat,Oui,Non,,8.0,Non
APP-10262,10/07/2023,Thomas Petit,272,,4.0,14.73,Email,Relevé compteur,Oui,Non,Conforme,,Non
APP-10263,23/03/2023,Karim Boudiaf,155,Non résolu,5.0,20.79,Email,Demande d'information,Oui,Non,Non conforme,,Non
APP-10264,05/09/2023,Nicolas Roux,234,Résolu,4.0,32.7,Chat,Déménagement,Oui,Non,,,Non
APP-10265,19/12/2023,Yanis Belkacem,325,Résolu,4.0,14.38,Email,Souscription contrat,Oui,Non,,3.0,Non
APP-10266,22/03/2023,Amandine Faure,192,Non résolu,2.0,14.55,telephone,Demande d'information,,Oui,Conforme,,Non
APP-10267,01/05/2023,Karim Boudiaf,168,Résolu,5.0,11.28,Téléphone,Changement d'offre,Oui,Oui,Conforme,2.0,Non
APP-10268,16/02/2023,Yanis Belkacem,230,Non résolu,5.0,15.63,Email,Demande d'information,Oui,Oui,Conforme,9.0,Non
APP-10269,14/11/2023,Yanis Belkacem,146,Non résolu,2.0,21.48,telephone,Facturation,Oui,Non,,8.0,Non
APP-10270,26/12/2023,Karim Boudiaf,416,Résolu,5.0,9.45,Téléphone,Réclamation,Oui,Non,,9.0,Non
APP-10271,08/04/2023,Thomas Petit,243,Non résolu,5.0,37.58,Email,Changement d'offre,Oui,Non,Conforme,10.0,Non
APP-10272,25/01/2023,Amandine Faure,177,Résolu,4.0,40.32,telephone,Déménagement,Oui,Non,Conforme,,Non
APP-10273,14/06/2023,Amandine Faure,259,Résolu,5.0,42.07,Email,Demande d'information,,Non,Conforme,9.0,Non
APP-10274,20/09/2023,Fatima Zahra,229,Résolu,5.0,37.83,telephone,Résiliation,Oui,Non,Conforme,,Non
APP-10275,30/12/2023,Sophie Nguyen,220,Résolu,2.0,35.69,Email,Déménagement,Oui,Non,Conforme,,Non
APP-10276,27/05/2023,Léa Girard,192,Résolu,3.0,21.71,telephone,Réclamation,Oui,Non,Conforme,8.0,Non
APP-10277,20/12/2023,Fatima Zahra,188,Résolu,4.0,25.93,Chat,Résiliation,Oui,Non,Conforme,,Non
APP-10278,28/05/2023,Marie Lefevre,103,,,25.11,Chat,Facturation,Oui,Non,Conforme,,Non
APP-10279,26/04/2023,Thomas Petit,363,Résolu,5.0,35.66,TEL,Changement d'offre,Oui,Non,Conforme,7.0,Non
APP-10280,13/07/2023,Marie Lefevre,291,Résolu,5.0,26.93,TEL,Changement d'offre,Oui,Non,Conforme,8.0,Non
APP-10281,17/11/2023,Yanis Belkacem,268,Non résolu,5.0,27.69,TEL,Litige paiement,Oui,Non,Conforme,10.0,Non
APP-10282,02/10/2023,Léa Girard,228,Résolu,4.0,27.71,telephone,Déménagement,Oui,Non,Non conforme,,Oui
APP-10283,09/12/2023,Thomas Petit,154,Résolu,5.0,16.97,TEL,Relevé compteur,Non,Non,Conforme,10.0,Non
APP-10284,22/09/2023,Thomas Petit,171,Résolu,4.0,8.74,TEL,Litige paiement,Oui,Oui,,,Non
APP-10285,17/11/2023,Karim Boudiaf,111,Résolu,5.0,19.92,telephone,Litige paiement,Oui,Non,Conforme,9.0,Non
APP-10286,06/02/2023,Sophie Nguyen,181,Résolu,2.0,12.43,TEL,Litige paiement,Oui,Non,Non conforme,9.0,Non
APP-10287,27/07/2023,Léa Girard,142,Résolu,1.0,40.95,Téléphone,Déménagement,Oui,Non,Conforme,10.0,Non
APP-10288,18/12/2023,Fatima Zahra,391,Non résolu,4.0,37.2,Téléphone,Changement d'offre,Oui,Non,Conforme,,Non
APP-10289,01/06/2023,Sophie Nguyen,319,,,26.44,Téléphone,Litige paiement,Non,Oui,Conforme,,Non
APP-10290,08/10/2023,Karim Boudiaf,246,Non résolu,4.0,29.71,Chat,Souscription contrat,Oui,Non,Non conforme,7.0,Non
APP-10291,18/10/2023,Marie Lefevre,162,,4.0,35.58,TEL,Panne compteur,Oui,Non,Conforme,,Non
APP-10292,10/12/2023,Julien Marchand,146,Non résolu,4.0,18.5,Chat,Réclamation,Oui,Non,Conforme,,Non
APP-10293,28/03/2023,Marie Lefevre,222,Non résolu,5.0,21.43,TEL,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-10294,07/09/2023,Amandine Faure,323,Résolu,4.0,21.18,Chat,Résiliation,Oui,Non,Conforme,4.0,Oui
APP-10295,17/09/2023,Marie Lefevre,411,Non résolu,3.0,44.5,TEL,Litige paiement,Non,Non,Conforme,6.0,Non
APP-10296,29/10/2023,Fatima Zahra,114,Résolu,4.0,,telephone,Déménagement,Oui,Non,Conforme,6.0,Non
APP-10297,17/10/2023,Sophie Nguyen,290,Résolu,3.0,11.77,Téléphone,Réclamation,Oui,Oui,Conforme,,Non
APP-10298,29/08/2023,Nicolas Roux,198,Résolu,2.0,13.95,TEL,Réclamation,Oui,Non,Conforme,9.0,Non
APP-10299,09/02/2023,Amandine Faure,183,Résolu,4.0,14.9,TEL,Changement d'offre,Oui,Non,Conforme,,Non
APP-10300,28/04/2023,Karim Boudiaf,165,Résolu,3.0,41.18,Téléphone,Résiliation,Oui,Non,Conforme,,Non
APP-10301,30/10/2023,Sophie Nguyen,190,Résolu,3.0,10.97,telephone,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-10302,27/07/2023,Yanis Belkacem,14,Non résolu,5.0,44.35,Téléphone,Résiliation,Oui,Non,Non conforme,7.0,Non
APP-10303,04/11/2023,Sophie Nguyen,301,Résolu,5.0,12.15,TEL,Changement d'offre,Oui,Oui,Conforme,6.0,Oui
APP-10304,25/09/2023,Amandine Faure,275,Résolu,3.0,40.02,Chat,Facturation,Non,Non,Conforme,5.0,Non
APP-10305,05/11/2023,Amandine Faure,232,Non résolu,5.0,38.23,TEL,Facturation,Oui,Non,,10.0,Non
APP-10306,29/06/2023,Yanis Belkacem,174,Non résolu,5.0,32.74,TEL,Changement d'offre,Oui,Non,Conforme,,Non
APP-10307,12/05/2023,Julien Marchand,-192,Résolu,4.0,42.39,Email,Résiliation,Oui,Non,Conforme,6.0,Non
APP-10308,10/05/2023,Fatima Zahra,423,Résolu,4.0,18.36,telephone,Relevé compteur,Oui,Non,Conforme,,Non
APP-10309,07/06/2023,Yanis Belkacem,385,Non résolu,5.0,36.47,telephone,Changement d'offre,Oui,Non,Conforme,10.0,Non
APP-10310,09/10/2023,Yanis Belkacem,189,Résolu,,,Téléphone,Souscription contrat,Oui,Non,Conforme,8.0,Non
APP-10311,08/11/2023,Marie Lefevre,149,Résolu,5.0,23.74,Chat,Facturation,Non,Non,Conforme,9.0,Non
APP-10312,03/12/2023,Amandine Faure,93,Résolu,4.0,12.25,telephone,Facturation,Oui,Non,,5.0,Non
APP-10313,24/07/2023,Thomas Petit,244,Résolu,1.0,30.59,Téléphone,Litige paiement,Oui,Non,Non conforme,8.0,Non
APP-10314,22/05/2023,Julien Marchand,297,Non résolu,5.0,13.71,Email,Litige paiement,Oui,Oui,Conforme,,Non
APP-10315,12/05/2023,Amandine Faure,90,Résolu,,25.8,telephone,Demande d'information,Non,Non,Conforme,,Oui
APP-10316,01/03/2023,Fatima Zahra,181,,5.0,20.45,TEL,Relevé compteur,Non,Non,Conforme,,Non
APP-10317,17/02/2023,Léa Girard,244,Résolu,,12.97,TEL,Résiliation,Non,Non,,,Non
APP-10318,13/09/2023,Julien Marchand,330,Résolu,3.0,17.42,Chat,Demande d'information,Oui,Oui,Non conforme,,Non
APP-10319,11/11/2023,Marie Lefevre,188,Résolu,4.0,33.22,Email,Déménagement,Non,Non,,,Non
APP-10320,24/04/2023,Yanis Belkacem,287,Résolu,,25.45,TEL,Relevé compteur,Non,Non,Conforme,6.0,Non
APP-10321,11/06/2023,Marie Lefevre,369,Résolu,4.0,23.24,TEL,Souscription contrat,Oui,Non,Conforme,,Non
APP-10322,13/09/2023,Léa Girard,291,Résolu,5.0,38.73,telephone,Déménagement,Oui,Non,Conforme,5.0,Non
APP-10323,01/05/2023,Amandine Faure,221,Résolu,,43.71,Téléphone,Souscription contrat,Oui,Oui,Non conforme,,Non
APP-10324,11/06/2023,Nicolas Roux,273,Résolu,4.0,42.72,Téléphone,Résiliation,Oui,Non,Conforme,9.0,Non
APP-10325,04/07/2023,Thomas Petit,185,Résolu,1.0,14.71,Chat,Résiliation,Oui,Non,Conforme,,Non
APP-10326,16/06/2023,Amandine Faure,247,Non résolu,4.0,29.26,telephone,Souscription contrat,Oui,Non,Conforme,,Non
APP-10327,06/02/2023,Karim Boudiaf,225,Résolu,4.0,39.15,Email,Réclamation,Non,Non,,,Non
APP-10328,19/08/2023,Léa Girard,270,Résolu,3.0,15.46,Téléphone,Résiliation,Oui,Oui,Conforme,,Non
APP-10329,14/01/2023,Léa Girard,202,Résolu,5.0,14.06,Email,Réclamation,Oui,Non,Conforme,6.0,Non
APP-10330,29/03/2023,Marie Lefevre,275,Non résolu,,32.61,Chat,Réclamation,Oui,Oui,,10.0,Non
APP-10331,22/08/2023,Yanis Belkacem,202,Résolu,,27.35,telephone,Panne compteur,Oui,Non,Conforme,8.0,Oui
APP-10332,11/03/2023,Thomas Petit,318,Résolu,4.0,22.52,TEL,Facturation,Oui,Non,Conforme,,Non
APP-10333,07/04/2023,Léa Girard,210,Résolu,5.0,38.21,Email,Résiliation,Oui,Non,Conforme,,Non
APP-10334,22/12/2023,Fatima Zahra,56,Non résolu,4.0,25.12,telephone,Souscription contrat,Oui,Non,Conforme,8.0,Non
APP-10335,07/04/2023,Thomas Petit,149,Résolu,3.0,19.15,TEL,Souscription contrat,Oui,Non,Conforme,6.0,Non
APP-10336,25/06/2023,Léa Girard,241,,4.0,16.59,TEL,Panne compteur,Oui,Non,Conforme,,Non
APP-10337,29/08/2023,Sophie Nguyen,390,Non résolu,5.0,41.28,telephone,Relevé compteur,Oui,Non,Conforme,2.0,Non
APP-10338,18/02/2023,Amandine Faure,314,Résolu,,41.54,telephone,Facturation,Oui,Non,Conforme,10.0,Non
APP-10339,04/07/2023,Marie Lefevre,40,Résolu,5.0,31.1,telephone,Réclamation,Oui,Non,Conforme,,Non
APP-10340,20/12/2023,Nicolas Roux,106,Non résolu,3.0,13.15,Chat,Demande d'information,Non,Non,Conforme,3.0,Non
APP-10341,26/12/2023,Amandine Faure,342,Résolu,,37.38,TEL,Changement d'offre,Oui,Oui,Conforme,,Non
APP-10342,21/01/2023,Nicolas Roux,296,Résolu,4.0,41.07,Chat,Demande d'information,Oui,Non,Non conforme,,Non
APP-10343,24/03/2023,Karim Boudiaf,444,Non résolu,5.0,37.18,Chat,Relevé compteur,Oui,Non,Conforme,9.0,Non
APP-10344,14/06/2023,Karim Boudiaf,198,Résolu,4.0,17.19,Chat,Souscription contrat,Oui,Non,Conforme,6.0,Non
APP-10345,04/02/2023,Marie Lefevre,163,Non résolu,3.0,35.53,Téléphone,Facturation,Oui,Non,Conforme,10.0,Non
APP-10346,12/05/2023,Marie Lefevre,246,Résolu,,36.21,Email,Panne compteur,Oui,Non,Conforme,,Non
APP-10347,08/07/2023,Marie Lefevre,197,Résolu,2.0,40.44,telephone,Litige paiement,Oui,Non,Conforme,7.0,Non
APP-10348,08/05/2023,Yanis Belkacem,333,Non résolu,4.0,12.09,Chat,Demande d'information,Oui,Non,Conforme,5.0,Non
APP-10349,09/10/2023,Léa Girard,194,Résolu,5.0,39.32,TEL,Litige paiement,,Non,Conforme,,Non
APP-10350,15/06/2023,Yanis Belkacem,215,Résolu,5.0,37.5,TEL,Changement d'offre,Oui,Non,Conforme,,Non
APP-10351,23/09/2023,Sophie Nguyen,151,Résolu,3.0,13.55,Téléphone,Réclamation,Non,Non,Conforme,,Non
APP-10352,24/08/2023,Thomas Petit,308,Non résolu,3.0,34.64,TEL,Panne compteur,Oui,Non,Conforme,4.0,Non
APP-10353,05/09/2023,Sophie Nguyen,157,Non résolu,5.0,31.72,TEL,Facturation,Oui,Non,Conforme,3.0,Non
APP-10354,28/06/2023,Léa Girard,277,Non résolu,3.0,17.32,Chat,Facturation,Oui,Non,Conforme,10.0,Non
APP-10355,17/10/2023,Sophie Nguyen,408,Résolu,5.0,20.79,Email,Déménagement,Oui,Oui,Conforme,,Non
APP-10356,22/06/2023,Karim Boudiaf,79,Résolu,4.0,25.09,Email,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-10357,15/10/2023,Yanis Belkacem,374,Résolu,4.0,43.05,Chat,Panne compteur,Oui,Non,Conforme,7.0,Non
APP-10358,02/12/2023,Marie Lefevre,265,Résolu,5.0,26.72,Chat,Souscription contrat,Oui,Non,Conforme,,Non
APP-10359,13/02/2023,Karim Boudiaf,138,Résolu,3.0,30.62,TEL,Facturation,Oui,Non,Conforme,10.0,Non
APP-10360,03/10/2023,Julien Marchand,249,Résolu,4.0,33.78,telephone,Facturation,Oui,Non,Conforme,8.0,Non
APP-10361,13/04/2023,Yanis Belkacem,305,Non résolu,2.0,42.13,TEL,Panne compteur,Oui,Non,Conforme,7.0,Non
APP-10362,30/12/2023,Karim Boudiaf,168,Résolu,2.0,29.32,Email,Litige paiement,Non,Oui,Conforme,10.0,Non
APP-10363,21/07/2023,Sophie Nguyen,282,Résolu,4.0,30.45,Chat,Réclamation,Oui,Non,Non conforme,,Non
APP-10364,16/01/2023,Amandine Faure,383,Résolu,4.0,42.57,Email,Litige paiement,Non,Non,Conforme,7.0,Non
APP-10365,20/03/2023,Léa Girard,193,Résolu,5.0,42.25,telephone,Déménagement,Oui,Non,Non conforme,8.0,Non
APP-10366,26/09/2023,Sophie Nguyen,150,Non résolu,5.0,44.44,telephone,Demande d'information,Oui,Non,Conforme,7.0,Non
APP-10367,16/03/2023,Marie Lefevre,228,Résolu,4.0,39.04,TEL,Souscription contrat,Oui,Oui,Conforme,,Non
APP-10368,17/05/2023,Yanis Belkacem,245,Résolu,5.0,29.88,Email,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-10369,09/09/2023,Nicolas Roux,338,Résolu,5.0,,TEL,Relevé compteur,Oui,Non,Conforme,7.0,Non
APP-10370,13/08/2023,Yanis Belkacem,187,Résolu,3.0,20.4,Téléphone,Déménagement,Oui,Non,Conforme,,Non
APP-10371,01/11/2023,Amandine Faure,227,Non résolu,4.0,37.71,Téléphone,Résiliation,Oui,Non,Conforme,,Non
APP-10372,19/11/2023,Marie Lefevre,316,Non résolu,5.0,42.03,telephone,Relevé compteur,Oui,Non,Conforme,,Non
APP-10373,27/11/2023,Nicolas Roux,31,Résolu,5.0,20.81,Chat,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-10374,14/04/2023,Nicolas Roux,354,Résolu,5.0,24.73,Téléphone,Panne compteur,Oui,Non,Conforme,10.0,Non
APP-10375,19/09/2023,Yanis Belkacem,166,Résolu,5.0,16.31,Chat,Souscription contrat,Oui,Oui,Conforme,3.0,Non
APP-10376,17/08/2023,Fatima Zahra,138,Résolu,3.0,14.53,TEL,Facturation,Oui,Non,Conforme,0.0,Non
APP-10377,02/05/2023,Julien Marchand,226,Résolu,2.0,26.44,telephone,Litige paiement,Oui,Non,Non conforme,7.0,Non
APP-10378,29/01/2023,Thomas Petit,312,Résolu,5.0,21.41,Téléphone,Facturation,Oui,Non,Conforme,8.0,Non
APP-10379,25/12/2023,Yanis Belkacem,225,,5.0,29.48,Téléphone,Panne compteur,Oui,Non,Non conforme,,Non
APP-10380,09/10/2023,Karim Boudiaf,148,Résolu,4.0,43.56,Chat,Résiliation,Oui,Non,Conforme,,Non
APP-10381,14/02/2023,Nicolas Roux,286,Non résolu,5.0,13.5,TEL,Réclamation,Oui,Non,Conforme,6.0,Non
APP-10382,24/09/2023,Nicolas Roux,168,Résolu,5.0,44.88,Téléphone,Panne compteur,Oui,Non,Conforme,,Non
APP-10383,01/08/2023,Léa Girard,225,Non résolu,3.0,26.58,TEL,Réclamation,Oui,Non,Conforme,8.0,Oui
APP-10384,18/12/2023,Thomas Petit,179,Résolu,1.0,35.75,TEL,Demande d'information,Non,Non,Conforme,2.0,Non
APP-10385,21/03/2023,Nicolas Roux,253,Résolu,5.0,15.77,Téléphone,Litige paiement,Oui,Non,Conforme,10.0,Non
APP-10386,17/12/2023,Thomas Petit,229,Résolu,,15.06,Téléphone,Demande d'information,,Non,Non conforme,,Non
APP-10387,01/11/2023,Karim Boudiaf,253,Non résolu,4.0,9.35,Email,Panne compteur,Oui,Non,Conforme,,Non
APP-10388,04/06/2023,Sophie Nguyen,471,Non résolu,,10.43,Téléphone,Changement d'offre,Non,Non,Conforme,10.0,Non
APP-10389,08/06/2023,Thomas Petit,140,Non résolu,,36.69,telephone,Résiliation,Oui,Non,Conforme,10.0,Oui
APP-10390,23/01/2023,Yanis Belkacem,364,Non résolu,2.0,24.31,TEL,Facturation,Oui,Non,Non conforme,8.0,Non
APP-10391,22/05/2023,Amandine Faure,0,Résolu,3.0,22.83,Téléphone,Déménagement,Oui,Oui,Conforme,10.0,Non
APP-10392,27/12/2023,Fatima Zahra,134,Résolu,,14.73,Téléphone,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-10393,20/07/2023,Sophie Nguyen,258,Résolu,5.0,39.89,TEL,Réclamation,Oui,Non,Conforme,,Non
APP-10394,27/08/2023,Yanis Belkacem,226,Non résolu,4.0,18.02,Email,Changement d'offre,Oui,Non,Non conforme,,Non
APP-10395,20/07/2023,Sophie Nguyen,287,Non résolu,,31.83,Téléphone,Panne compteur,Oui,Non,Conforme,7.0,Non
APP-10396,06/11/2023,Yanis Belkacem,207,Non résolu,5.0,13.78,Téléphone,Réclamation,Oui,Non,Conforme,,Non
APP-10397,04/09/2023,Léa Girard,233,Résolu,4.0,34.49,Chat,Demande d'information,Oui,Non,Conforme,4.0,Non
APP-10398,21/10/2023,Nicolas Roux,231,Résolu,2.0,16.21,TEL,Relevé compteur,Oui,Oui,Non conforme,,Non
APP-10399,11/09/2023,Marie Lefevre,242,Non résolu,,16.55,Téléphone,Souscription contrat,Oui,Non,Conforme,,Non
APP-10400,16/04/2023,Thomas Petit,248,Résolu,,14.61,TEL,Panne compteur,Oui,Non,Conforme,,Non
APP-10401,01/02/2023,Thomas Petit,228,Résolu,5.0,32.15,Téléphone,Réclamation,Non,Non,Conforme,9.0,Non
APP-10402,15/07/2023,Léa Girard,208,Résolu,4.0,17.0,Email,Demande d'information,Oui,Non,,,Non
APP-10403,06/02/2023,Marie Lefevre,219,Résolu,,34.72,telephone,Relevé compteur,Non,Non,Conforme,,Non
APP-10404,21/08/2023,Amandine Faure,261,Résolu,3.0,22.7,Téléphone,Déménagement,Oui,Non,Conforme,8.0,Non
APP-10405,23/10/2023,Thomas Petit,262,Résolu,4.0,32.72,Téléphone,Souscription contrat,Oui,Non,Non conforme,,Non
APP-10406,22/09/2023,Karim Boudiaf,180,Résolu,5.0,41.16,Téléphone,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-10407,29/08/2023,Nicolas Roux,155,Non résolu,4.0,8.48,TEL,Réclamation,Oui,Non,Conforme,8.0,Non
APP-10408,14/05/2023,Marie Lefevre,89,Résolu,5.0,41.03,Chat,Facturation,Oui,Oui,Conforme,,Non
APP-10409,09/03/2023,Yanis Belkacem,398,Résolu,2.0,38.25,Chat,Souscription contrat,Oui,Non,Conforme,,Non
APP-10410,03/04/2023,Amandine Faure,128,Résolu,3.0,22.05,telephone,Changement d'offre,Oui,Non,Conforme,,Non
APP-10411,27/03/2023,Julien Marchand,166,Résolu,4.0,29.84,Téléphone,Souscription contrat,Oui,Non,Conforme,,Non
APP-10412,30/04/2023,Léa Girard,308,Résolu,4.0,23.15,TEL,Changement d'offre,Oui,Non,Conforme,,Non
APP-10413,30/09/2023,Thomas Petit,112,Non résolu,5.0,28.43,TEL,Panne compteur,Oui,Non,Conforme,,Non
APP-10414,11/12/2023,Yanis Belkacem,82,Résolu,,43.09,Téléphone,Facturation,Oui,Oui,Conforme,5.0,Non
APP-10415,23/04/2023,Fatima Zahra,190,Résolu,2.0,36.25,telephone,Déménagement,Oui,Non,Conforme,,Non
APP-10416,03/12/2023,Yanis Belkacem,327,Résolu,3.0,37.59,Téléphone,Changement d'offre,Non,Non,Conforme,,Non
APP-10417,15/06/2023,Fatima Zahra,237,Non résolu,4.0,23.73,Téléphone,Réclamation,Non,Non,Conforme,10.0,Non
APP-10418,09/11/2023,Léa Girard,433,Résolu,5.0,17.54,Téléphone,Changement d'offre,Oui,Oui,Conforme,,Non
APP-10419,17/08/2023,Marie Lefevre,300,Résolu,,13.16,TEL,Souscription contrat,Oui,Non,Conforme,10.0,Non
APP-10420,09/09/2023,Nicolas Roux,124,Non résolu,5.0,18.08,Téléphone,Relevé compteur,Non,Non,Conforme,,Non
APP-10421,03/07/2023,Thomas Petit,249,Résolu,,8.68,Chat,Demande d'information,Oui,Non,Conforme,,Non
APP-10422,21/01/2023,Léa Girard,93,Résolu,2.0,28.5,Email,Panne compteur,Non,Non,Conforme,2.0,Oui
APP-10423,31/10/2023,Julien Marchand,289,Résolu,4.0,32.1,Email,Facturation,Oui,Oui,Non conforme,3.0,Non
APP-10424,01/12/2023,Amandine Faure,197,Non résolu,3.0,8.41,Téléphone,Facturation,Oui,Non,Conforme,,Non
APP-10425,05/05/2023,Sophie Nguyen,287,Non résolu,5.0,13.06,Chat,Souscription contrat,Oui,Oui,Non conforme,6.0,Non
